"state_name","district_name","area_sq_km","perimeter_km","bbox_xmin","bbox_ymin","bbox_xmax","bbox_ymax","centroid_lon","centroid_lat","num_vertices","compactness"
"Andaman & Nicobar Islands","Nicobars",1743.33886955672,725.923770694601,68.1625555,6.75291679282659,97.3955534,37.0883417917111,93.6097012420496,7.52281010430722,2031,0.0415728350122493
"Andaman & Nicobar Islands","North & Middle Andaman",3441.26841221819,1572.90897661443,68.1625555,6.75291679282659,97.3955534,37.0883417917111,92.8795760368377,12.8365935764934,4918,0.0174791870600513
"Andaman & Nicobar Islands","South Andaman",2566.67145082695,1167.52962632096,68.1625555,6.75291679282659,97.3955534,37.0883417917111,92.6482686797122,11.4850531784309,3610,0.0236616117826604
"Andhra Pradesh","Anantapur",19226.5248308891,1304.21479944755,68.1625555,6.75291679282659,97.3955534,37.0883417917111,77.5708464826145,14.4750921025017,1239,0.142040570896561
"Andhra Pradesh","Chittoor",15168.7562126582,1110.77571459813,68.1625555,6.75291679282659,97.3955534,37.0883417917111,79.0039383143917,13.4565982315441,1170,0.154492387082241
"Andhra Pradesh","East Godavari",10792.5956302304,814.661702026158,68.1625555,6.75291679282659,97.3955534,37.0883417917111,82.0022685047643,17.1827896308379,1162,0.204353071215174
"Andhra Pradesh","Guntur",11413.6970408918,753.681780971683,68.1625555,6.75291679282659,97.3955534,37.0883417917111,80.0814975863545,16.2912549156994,700,0.252499295443313
"Andhra Pradesh","Krishna",8650.93930435009,876.438851561527,68.1625555,6.75291679282659,97.3955534,37.0883417917111,80.7947312201251,16.5487001369354,1110,0.141523932193587
"Andhra Pradesh","Kurnool",17778.3984063627,846.654878783015,68.1625555,6.75291679282659,97.3955534,37.0883417917111,78.0000284809701,15.5280108914872,669,0.311666172631289
"Andhra Pradesh","Prakasam",17812.3772255824,821.16176175032,68.1625555,6.75291679282659,97.3955534,37.0883417917111,79.5101218216032,15.6111719789315,878,0.331951253044718
"Andhra Pradesh","Sri Potti Sriramulu Nellore",13319.2271415892,728.500904447096,68.1625555,6.75291679282659,97.3955534,37.0883417917111,79.7298693300788,14.4173893202374,1367,0.315376042218219
"Andhra Pradesh","Srikakulam",5832.38611115399,659.853123355923,68.1625555,6.75291679282659,97.3955534,37.0883417917111,84.0196562555214,18.5930913744812,2528,0.168330021018348
"Andhra Pradesh","Visakhapatnam",11394.6457029317,926.700055646675,68.1625555,6.75291679282659,97.3955534,37.0883417917111,82.6826291951173,17.8840372891332,1281,0.166737126186913
"Andhra Pradesh","Vizianagaram",6231.02338390523,765.532362938196,68.1625555,6.75291679282659,97.3955534,37.0883417917111,83.3791159609851,18.4534368592094,2420,0.133610975435148
"Andhra Pradesh","West Godavari",7764.79276568123,504.056033774975,68.1625555,6.75291679282659,97.3955534,37.0883417917111,81.3925071399894,16.8863327642775,451,0.384044984509885
"Andhra Pradesh","Y.S.R.",15149.6946069305,730.585638270564,68.1625555,6.75291679282659,97.3955534,37.0883417917111,78.7743027032576,14.4507465137311,589,0.356674023525373
"Arunachal Pradesh","Anjaw",6991.99962411339,402.316316733513,68.1625555,6.75291679282659,97.3955534,37.0883417917111,96.8161073799964,28.1036193224403,434,0.542845156355339
"Arunachal Pradesh","Changlang",5076.45046215921,538.806310492709,68.1625555,6.75291679282659,97.3955534,37.0883417917111,96.3461949799553,27.3667347116074,765,0.219737748098732
"Arunachal Pradesh","Dibang Valley",9733.93692108195,546.564108257506,68.1625555,6.75291679282659,97.3955534,37.0883417917111,95.9018971779042,28.847347703625,367,0.409464423102941
"Arunachal Pradesh","East Kameng",6327.94453210667,507.354521849194,68.1625555,6.75291679282659,97.3955534,37.0883417917111,92.9525715622623,27.4476165210375,978,0.308922440309244
"Arunachal Pradesh","East Siang",2183.52146498875,266.468607947416,68.1625555,6.75291679282659,97.3955534,37.0883417917111,95.2686050744239,28.0082595848536,168,0.38643390473879
"Arunachal Pradesh","Kra Daadi",2421.22424432226,257.120251554869,68.1625555,6.75291679282659,97.3955534,37.0883417917111,93.7002410587708,27.981829296099,200,0.460227228528354
"Arunachal Pradesh","Kurung Kumey",4476.34521949957,345.946757220772,68.1625555,6.75291679282659,97.3955534,37.0883417917111,93.1997755299673,28.0131083028884,306,0.470018452462662
"Arunachal Pradesh","Lohit",2583.40477989947,399.115344437341,68.1625555,6.75291679282659,97.3955534,37.0883417917111,96.2828690754232,27.9395170916974,305,0.203800606787446
"Arunachal Pradesh","Longding",944.073074130461,188.333026305604,68.1625555,6.75291679282659,97.3955534,37.0883417917111,95.3352395859818,26.8564269414811,251,0.334474108724079
"Arunachal Pradesh","Lower Dibang Valley",3636.21230108922,394.106962499934,68.1625555,6.75291679282659,97.3955534,37.0883417917111,95.8553268718306,28.2564507083801,214,0.294192015006745
"Arunachal Pradesh","Lower Subansiri",2708.4931703559,293.372931522234,68.1625555,6.75291679282659,97.3955534,37.0883417917111,93.9375033867459,27.6258675386035,199,0.395455415915846
"Arunachal Pradesh","Namsai",1315.44381040671,167.782522300991,68.1625555,6.75291679282659,97.3955534,37.0883417917111,96.0491010786427,27.7069305006641,129,0.587203625005345
"Arunachal Pradesh","Papum Pare",3532.50951885935,394.994532928894,68.1625555,6.75291679282659,97.3955534,37.0883417917111,93.5882299444889,27.2746042734346,428,0.28451884401338
"Arunachal Pradesh","Siang",3009.47581708528,361.055784266651,68.1625555,6.75291679282659,97.3955534,37.0883417917111,94.8215985279779,28.4131654653572,130,0.290102925196146
