"state_name","district_name","area_sq_km","perimeter_km","bbox_xmin","bbox_ymin","bbox_xmax","bbox_ymax","centroid_lon","centroid_lat","num_vertices","compactness"
"Ajmer Marwara","Ajmer Merwara",7582.53924448511,573.644162111266,68.2119018142554,8.06699451699983,97.3581087919887,37.0058693123914,74.5803858223205,25.9470824054941,88,0.28956053766743
"Assam","Balipara Frontier Tract(N.E.F.A.)",42414.8726491498,1155.62077825692,68.2119018142554,8.06699451699983,97.3581087919887,37.0058693123914,93.5002951128004,27.8986582886759,288,0.399114354206111
"Assam","Cachar",11088.9043146011,600.18123724179,68.2119018142554,8.06699451699983,97.3581087919887,37.0058693123914,92.6571051865985,24.8726809021864,159,0.386842045542933
"Assam","Darrang",8014.89424525272,503.478214845889,68.2119018142554,8.06699451699983,97.3581087919887,37.0058693123914,92.4103732397588,26.7046835674341,114,0.397325366790286
"Assam","Garo Hills",6961.40346604497,394.581613752503,68.2119018142554,8.06699451699983,97.3581087919887,37.0058693123914,90.2794807917342,25.6048523511862,116,0.561866294057722
"Assam","Goalpara",10541.4133112365,571.927249332022,68.2119018142554,8.06699451699983,97.3581087919887,37.0058693123914,90.1595935322058,26.3715371055727,146,0.404973987112044
"Assam","Kamrup",9970.11928877529,509.399164958955,68.2119018142554,8.06699451699983,97.3581087919887,37.0058693123914,91.2341966671185,26.3693376651146,156,0.482829460304235
"Assam","Khasi States",11249.2738848205,478.141822043493,68.2119018142554,8.06699451699983,97.3581087919887,37.0058693123914,91.387819963117,25.6316621292326,150,0.61833081481386
"Assam","Khasi and Jaintia Hills",4972.45422129143,339.044511390032,68.2119018142554,8.06699451699983,97.3581087919887,37.0058693123914,92.3116635720811,25.5396873760424,116,0.543584695913163
"Assam","Lakhimpur",10009.5437062807,553.921225770451,68.2119018142554,8.06699451699983,97.3581087919887,37.0058693123914,94.698230811931,27.4250322844059,135,0.409947393799294
"Assam","Lushai Hills",17024.9769698326,653.604797166457,68.2119018142554,8.06699451699983,97.3581087919887,37.0058693123914,92.6996556440499,23.2680651856029,169,0.500801862081162
"Assam","Manipur",23110.4201191557,674.446374919018,68.2119018142554,8.06699451699983,97.3581087919887,37.0058693123914,93.7256784449212,24.7912183570397,191,0.638444066418756
"Assam","Naga Hills",10413.0308189725,762.740034750369,68.2119018142554,8.06699451699983,97.3581087919887,37.0058693123914,93.9711156689399,25.924831863765,211,0.224923034075605
"Assam","Nowgong",8283.09248784522,539.524534163052,68.2119018142554,8.06699451699983,97.3581087919887,37.0058693123914,92.6717223103282,26.1297971088725,175,0.357585564107646
"Assam","Sadiya Frontier Tract(N.E.F.A.)",38896.9877466843,1208.17356470268,68.2119018142554,8.06699451699983,97.3581087919887,37.0058693123914,95.9221540964269,28.2622688939082,270,0.334863009596696
"Assam","Sibsagar",13570.9320075355,664.988276594982,68.2119018142554,8.06699451699983,97.3581087919887,37.0058693123914,93.8004436592641,26.6089017038117,190,0.38564842380192
"Assam","Sylhet",1160.16097636883,151.558490686674,68.2119018142554,8.06699451699983,97.3581087919887,37.0058693123914,92.192059591651,24.690298685229,38,0.634698649157972
"Baroda","Amreli",2753.73013066198,312.064357108282,68.2119018142554,8.06699451699983,97.3581087919887,37.0058693123914,71.1461549563116,21.2704412843205,69,0.355339023675288
"Baroda","Baroda",5083.54949111261,370.914949713827,68.2119018142554,8.06699451699983,97.3581087919887,37.0058693123914,73.2792682431716,22.2009396910162,90,0.464331603973765
"Baroda","Mehsana",7499.69012937037,395.880048682816,68.2119018142554,8.06699451699983,97.3581087919887,37.0058693123914,72.5075396377856,23.5265360626206,87,0.601348114636854
"Baroda","Navsari",4458.25662560757,481.151476723107,68.2119018142554,8.06699451699983,97.3581087919887,37.0058693123914,73.336170303194,21.1614964287377,145,0.241997724090154
"Baroda","Okhamandal",853.220053491715,163.951141722887,68.2119018142554,8.06699451699983,97.3581087919887,37.0058693123914,69.1260845388325,22.2547913832201,35,0.398879785453008
"Bengal","24 - Parganas",7105.21861181917,402.213599077374,68.2119018142554,8.06699451699983,97.3581087919887,37.0058693123914,88.4934693517734,22.3460364861691,121,0.551917046964703
"Bengal","Bankura",6947.37092126117,380.330928963484,68.2119018142554,8.06699451699983,97.3581087919887,37.0058693123914,87.0399171208357,23.0917240749068,75,0.603541394780766
"Bengal","Birbhum",5673.12608650997,377.07246074785,68.2119018142554,8.06699451699983,97.3581087919887,37.0058693123914,87.5971933421228,23.8967320768036,96,0.501398083611721
"Bengal","Burdwan",5776.6075109543,480.137836678444,68.2119018142554,8.06699451699983,97.3581087919887,37.0058693123914,87.6251324978318,23.4044491951405,128,0.314884194470796
"Bengal","Calcutta",63.9131237541982,31.9074844806125,68.2119018142554,8.06699451699983,97.3581087919887,37.0058693123914,88.2434866442026,22.5246468125962,13,0.788886955437888
"Bengal","Cooch Behar",2477.35642758714,349.950295085286,68.2119018142554,8.06699451699983,97.3581087919887,37.0058693123914,89.1593875431445,26.3004543395824,118,0.254205902716646
"Bengal","Darjeeling",4610.48665806588,332.212669106932,68.2119018142554,8.06699451699983,97.3581087919887,37.0058693123914,88.3698160893044,26.9667401936344,55,0.524957630347214
"Bengal","Dinajpur",3670.82729474588,287.575188159318,68.2119018142554,8.06699451699983,97.3581087919887,37.0058693123914,88.3311603669408,25.4383776252171,74,0.557790342980401
"Bengal","Hooghly",4038.74934378026,300.783476127247,68.2119018142554,8.06699451699983,97.3581087919887,37.0058693123914,88.0204863269135,22.8877613119282,73,0.560981857625242
