"state_name","district_name","id","value"
"Ajmer Marwara","Ajmer Merwara",1,""
"Assam","Balipara Frontier Tract(N.E.F.A.)",5,""
"Assam","Cachar",11,""
"Assam","Darrang",4,""
"Assam","Garo Hills",2,""
"Assam","Goalpara",1,""
"Assam","Kamrup",3,""
"Assam","Khasi States",1,""
"Assam","Khasi and Jaintia Hills",10,""
"Assam","Lakhimpur",7,""
"Assam","Lushai Hills",14,""
"Assam","Manipur",2,""
"Assam","Naga Hills",12,""
"Assam","Nowgong",9,""
"Assam","Sadiya Frontier Tract(N.E.F.A.)",6,""
"Assam","Sibsagar",8,""
"Assam","Sylhet",13,""
"Baroda","Amreli",2,""
"Baroda","Baroda",4,""
"Baroda","Mehsana",3,""
"Baroda","Navsari",5,""
"Baroda","Okhamandal",1,""
"Bengal","24 - Parganas",5,""
"Bengal","Bankura",8,""
"Bengal","Birbhum",9,""
"Bengal","Burdwan",7,""
"Bengal","Calcutta",4,""
"Bengal","Cooch Behar",1,""
"Bengal","Darjeeling",13,""
"Bengal","Dinajpur",12,""
"Bengal","Hooghly",3,""
"Bengal","Howrah",2,""
"Bengal","Jalpaiguri",14,""
"Bengal","Malda",11,""
"Bengal","Midnapore",1,""
"Bengal","Murshidabad",10,""
"Bengal","Nadia",6,""
"Bengal","Tripura",2,""
"Bihar","Bhagalpur",5,""
"Bihar","Champaran",1,""
"Bihar","Darbhanga",4,""
"Bihar","Gaya",11,""
"Bihar","Hazaribagh",12,""
"Bihar","Manbhum",15,""
"Bihar","Monghyr",8,""
"Bihar","Muzaffarpur",3,""
"Bihar","Palamau",13,""
"Bihar","Patna",9,""
"Bihar","Purnea",6,""
"Bihar","Ranchi",14,""
"Bihar","Santhal Parganas",7,""
"Bihar","Saran",2,""
"Bihar","Shahabad",10,""
"Bihar","Singhbhum",16,""
"Bombay","Ahmedabad",1,""
"Bombay","Ahmednagar",10,""
"Bombay","Akalkot",21,""
"Bombay","Aundh",20,""
"Bombay","Balasinor",1,""
"Bombay","Bansda",13,""
"Bombay","Baria",6,""
"Bombay","Belgaum",18,""
"Bombay","Bhor",18,""
"Bombay","Bijapur",16,""
"Bombay","Bombay Suburban",6,""
"Bombay","Broach and Panch Mahals",3,""
"Bombay","Cambay",9,""
"Bombay","Chota Udepur",7,""
"Bombay","Dangs",12,""
"Bombay","Dharampur",15,""
"Bombay","Dharwar",17,""
"Bombay","East Khandesh",9,""
"Bombay","Jamkhandi",26,""
"Bombay","Janjira",17,""
"Bombay","Jath",22,""
"Bombay","Jawhar",16,""
"Bombay","Kadana",3,""
"Bombay","Kaira",2,""
"Bombay","Kanara",19,""
"Bombay","Kolaba",12,""
"Bombay","Kolhapur",23,""
"Bombay","Lunawada",2,""
"Bombay","Miraj",25,""
"Bombay","Mudhol",27,""
"Bombay","Nasik",7,""
"Bombay","Pandu Mehwas",8,""
"Bombay","Phaltan",19,""
"Bombay","Poona",11,""
"Bombay","Rajpipla",11,""
"Bombay","Ramdurg",28,""
"Bombay","Ratnagiri",13,""
"Bombay","Sangli",24,""
"Bombay","Sanjeli",5,""
"Bombay","Sankheda Mewas",10,""
"Bombay","Satara",14,""
"Bombay","Savanur",30,""
"Bombay","Sawantwadi",29,""
"Bombay","Sholapur",15,""
"Bombay","Sunth",4,""
"Bombay","Surat",4,""
"Bombay","Surgana",14,""
"Bombay","Thana",5,""
"Bombay","West Khandesh",8,""
"Central India Agency","Ajaigarh",34,""
"Central India Agency","Ali Rajpur",10,""
"Central India Agency","Baoni",41,""
"Central India Agency","Baraundha",30,""
"Central India Agency","Barbani",13,""
"Central India Agency","Beri",40,""
"Central India Agency","Bhopal",21,""
"Central India Agency","Bijawar",26,""
"Central India Agency","Bori",8,""
"Central India Agency","Charkhari",29,""
"Central India Agency","Chhatarpur",27,""
"Central India Agency","Datia",23,""
"Central India Agency","Dewas",3,""
"Central India Agency","Dhar",15,""
"Central India Agency","Indore",14,""
"Central India Agency","Jaora",1,""
"Central India Agency","Jaso",35,""
"Central India Agency","Jhabua",7,""
"Central India Agency","Jigni",39,""
"Central India Agency","Jobat",9,""
"Central India Agency","Kaniadhana",22,""
"Central India Agency","Khilchipur",19,""
"Central India Agency","Kothi",31,""
"Central India Agency","Kukshi (Indore)",12,""
"Central India Agency","Maihar",36,""
"Central India Agency","Mathwar",11,""
"Central India Agency","Mehidpur (Indore)",16,""
"Central India Agency","Nagode",33,""
"Central India Agency","Narsinghgarh",18,""
"Central India Agency","Nemawar (Indore)",17,""
"Central India Agency","Orchha",25,""
"Central India Agency","Panna",28,""
"Central India Agency","Rajgarh",20,""
"Central India Agency","Rampura (Indore)",2,""
"Central India Agency","Ratlam",5,""
"Central India Agency","Rewah",37,""
"Central India Agency","Sailana",6,""
"Central India Agency","Samthar",24,""
"Central India Agency","Sarila",38,""
"Central India Agency","Sitamau",4,""
"Central India Agency","Sohawal",32,""
