state_name,district_name,nss_region,nss_region_code,NSSO,nsso_district_name,state_nsso_region
Arunachal Pradesh,Eastkameng,Arunachal Pradesh,121,TRUE,East Kameng,Arunachal Pradesh - Arunachal Pradesh
Arunachal Pradesh,Eastsiang,Arunachal Pradesh,121,TRUE,East Siang,Arunachal Pradesh - Arunachal Pradesh
Arunachal Pradesh,Kurungkumey,Arunachal Pradesh,121,TRUE,Kurung Kumey,Arunachal Pradesh - Arunachal Pradesh
Arunachal Pradesh,Lohit,Arunachal Pradesh,121,TRUE,Lohit,Arunachal Pradesh - Arunachal Pradesh
Arunachal Pradesh,Lowerdibangvalley,Arunachal Pradesh,121,TRUE,Lower Dibang Valley,Arunachal Pradesh - Arunachal Pradesh
Arunachal Pradesh,Lowersubansiri,Arunachal Pradesh,121,TRUE,Lower Subansiri,Arunachal Pradesh - Arunachal Pradesh
Arunachal Pradesh,Papumpare,Arunachal Pradesh,121,TRUE,Papum Pare,Arunachal Pradesh - Arunachal Pradesh
Arunachal Pradesh,Tawang,Arunachal Pradesh,121,TRUE,Tawang,Arunachal Pradesh - Arunachal Pradesh
Arunachal Pradesh,Tirap,Arunachal Pradesh,121,TRUE,Tirap,Arunachal Pradesh - Arunachal Pradesh
Arunachal Pradesh,Uppersiang,Arunachal Pradesh,121,TRUE,Upper Siang,Arunachal Pradesh - Arunachal Pradesh
Arunachal Pradesh,Uppersubansiri,Arunachal Pradesh,121,TRUE,Upper Subansiri,Arunachal Pradesh - Arunachal Pradesh
Arunachal Pradesh,Westkameng,Arunachal Pradesh,121,TRUE,West Kameng,Arunachal Pradesh - Arunachal Pradesh
Arunachal Pradesh,Westsiang,Arunachal Pradesh,121,TRUE,West Siang,Arunachal Pradesh - Arunachal Pradesh
Assam,Baksa,Plains Western,182,TRUE,Baksa,Assam - Plains Western
Assam,Barpeta,Plains Western,182,TRUE,Barpeta,Assam - Plains Western
Assam,Bongaigaon,Plains Western,182,TRUE,Bongaigaon,Assam - Plains Western
Assam,Cachar,Cachar Plain,183,TRUE,Cachar,Assam - Cachar Plain
Assam,Chirang,Plains Western,182,TRUE,Chirang,Assam - Plains Western
Assam,Darrang,Central Brahamputra Plains,184,TRUE,Darrang,Assam - Central Brahamputra Plains
Assam,Dhemaji,Plains Eastern,181,TRUE,Dhemaji,Assam - Plains Eastern
Assam,Dhubri,Plains Western,182,TRUE,Dhubri,Assam - Plains Western
Assam,Dibrugarh,Plains Eastern,181,TRUE,Dibrugarh,Assam - Plains Eastern
Assam,Dimahasao,Cachar Plain,183,TRUE,Dima Hasao,Assam - Cachar Plain
Assam,Goalpara,Plains Western,182,TRUE,Goalpara,Assam - Plains Western
Assam,Golaghat,Plains Eastern,181,TRUE,Golaghat,Assam - Plains Eastern
Assam,Hailakandi,Cachar Plain,183,TRUE,Hailakandi,Assam - Cachar Plain
Assam,Jorhat,Plains Eastern,181,TRUE,Jorhat,Assam - Plains Eastern
Assam,Kamrup,Plains Western,182,TRUE,Kamrup,Assam - Plains Western
Assam,Kamrupmetropolitan,Plains Western,182,TRUE,Kamrup Metropolitan,Assam - Plains Western
Assam,Karbianglong,Cachar Plain,183,TRUE,Karbi Anglong,Assam - Cachar Plain
Assam,Karimganj,Cachar Plain,183,TRUE,Karimganj,Assam - Cachar Plain
Assam,Kokrajhar,Plains Western,182,TRUE,Kokrajhar,Assam - Plains Western
Assam,Lakhimpur,Plains Eastern,181,TRUE,Lakhimpur,Assam - Plains Eastern
Assam,Morigaon,Central Brahamputra Plains,184,TRUE,Morigaon,Assam - Central Brahamputra Plains
Assam,Nagaon,Central Brahamputra Plains,184,TRUE,Nagaon,Assam - Central Brahamputra Plains
Assam,Nalbari,Plains Western,182,TRUE,Nalbari,Assam - Plains Western
Assam,Sivasagar,Plains Eastern,181,TRUE,Sivasagar,Assam - Plains Eastern
Assam,Sonitpur,Central Brahamputra Plains,184,TRUE,Sonitpur,Assam - Central Brahamputra Plains
Assam,Tinsukia,Plains Eastern,181,TRUE,Tinsukia,Assam - Plains Eastern
Assam,Udalguri,Central Brahamputra Plains,184,TRUE,Udalguri,Assam - Central Brahamputra Plains
Bihar,Araria,Northern,101,TRUE,Araria,Bihar - Northern
Bihar,Arwal,Central,102,TRUE,Arwal,Bihar - Central
Bihar,Aurangabad,Central,102,TRUE,Aurangabad,Bihar - Central
Bihar,Banka,Central,102,TRUE,Banka,Bihar - Central
Bihar,Begusarai,Northern,101,TRUE,Begusarai,Bihar - Northern
Bihar,Bhagalpur,Central,102,TRUE,Bhagalpur,Bihar - Central
Bihar,Bhojpur,Central,102,TRUE,Bhojpur,Bihar - Central
Bihar,Buxar,Central,102,TRUE,Buxar,Bihar - Central
Bihar,Darbhanga,Northern,101,TRUE,Darbhanga,Bihar - Northern
Bihar,Gaya,Central,102,TRUE,Gaya,Bihar - Central
Bihar,Gopalganj,Northern,101,TRUE,Gopalganj,Bihar - Northern
Bihar,Jamui,Central,102,TRUE,Jamui,Bihar - Central
Bihar,Jehanabad,Central,102,TRUE,Jehanabad,Bihar - Central
Bihar,Kaimur(Bhabua),Central,102,TRUE,Kaimur (Bhabua),Bihar - Central
Bihar,Katihar,Northern,101,TRUE,Katihar,Bihar - Northern
Bihar,Khagaria,Northern,101,TRUE,Khagaria,Bihar - Northern
Bihar,Kishanganj,Northern,101,TRUE,Kishanganj,Bihar - Northern
Bihar,Lakhisarai,Central,102,TRUE,Lakhisarai,Bihar - Central
Bihar,Madhepura,Northern,101,TRUE,Madhepura,Bihar - Northern
Bihar,Madhubani,Northern,101,TRUE,Madhubani,Bihar - Northern
Bihar,Munger,Central,102,TRUE,Munger,Bihar - Central
Bihar,Muzaffarpur,Northern,101,TRUE,Muzaffarpur,Bihar - Northern
Bihar,Nalanda,Central,102,TRUE,Nalanda,Bihar - Central
Bihar,Nawada,Central,102,TRUE,Nawada,Bihar - Central
Bihar,Pashchimchamparan,Northern,101,TRUE,Pashchim Champaran,Bihar - Northern
Bihar,Patna,Central,102,TRUE,Patna,Bihar - Central
Bihar,Purbachamparan,Northern,101,TRUE,Purba Champaran,Bihar - Northern
Bihar,Purnia,Northern,101,TRUE,Purnia,Bihar - Northern
Bihar,Rohtas,Central,102,TRUE,Rohtas,Bihar - Central
Bihar,Saharsa,Northern,101,TRUE,Saharsa,Bihar - Northern
Bihar,Samastipur,Northern,101,TRUE,Samastipur,Bihar - Northern
Bihar,Saran,Northern,101,TRUE,Saran,Bihar - Northern
Bihar,Sheikhpura,Central,102,TRUE,Sheikhpura,Bihar - Central
Bihar,Sheohar,Northern,101,TRUE,Sheohar,Bihar - Northern
Bihar,Sitamarhi,Northern,101,TRUE,Sitamarhi,Bihar - Northern
Bihar,Siwan,Northern,101,TRUE,Siwan,Bihar - Northern
Bihar,Supaul,Northern,101,TRUE,Supaul,Bihar - Northern
Bihar,Vaishali,Northern,101,TRUE,Vaishali,Bihar - Northern
Chandigarh,Chandigarh,Chandigarh,41,TRUE,Chandigarh,Chandigarh - Chandigarh
Chhattisgarh,Balod,Mahanadi Basin,222,TRUE,Balod,Chhattisgarh - Mahanadi Basin
Chhattisgarh,Balodabazar,Mahanadi Basin,222,TRUE,Balodabazar,Chhattisgarh - Mahanadi Basin
