"state_name","district_name","reg_code"
"Odisha","Mayurbhanj",376
"Odisha","Nabarangapur",397
"Odisha","Nayagarh",385
"Odisha","Nuapada",394
"Odisha","Puri",387
"Odisha","Rayagada",396
"Odisha","Sambalpur",372
"Odisha","Subarnapur",392
"Odisha","Sundargarh",374
"Puducherry","Karaikal",637
"Puducherry","Mahe",636
"Puducherry","Puducherry",635
"Puducherry","Yanam",634
"Punjab","Amritsar",49
"Punjab","Barnala",54
"Punjab","Bathinda",46
"Punjab","Faridkot",45
"Punjab","Fatehgarh Sahib",40
"Punjab","Firozpur",43
"Punjab","Gurdaspur",35
"Punjab","Hoshiarpur",38
"Punjab","Jalandhar",37
"Punjab","Kapurthala",36
"Punjab","Ludhiana",41
"Punjab","Mansa",47
"Punjab","Moga",42
"Punjab","Muktsar",44
"Punjab","Patiala",48
"Punjab","Rupnagar",51
"Punjab","Sahibzada Ajit Singh Nagar",52
"Punjab","Sangrur",39
"Punjab","Shahid Bhagat Singh Nagar",53
"Punjab","Tarn Taran",50
"Rajasthan","Ajmer",119
"Rajasthan","Alwar",104
"Rajasthan","Banswara",125
"Rajasthan","Baran",128
"Rajasthan","Barmer",115
"Rajasthan","Bharatpur",105
"Rajasthan","Bhilwara",122
"Rajasthan","Bikaner",101
"Rajasthan","Bundi",121
"Rajasthan","Chittaurgarh",126
"Rajasthan","Churu",102
"Rajasthan","Dausa",109
"Rajasthan","Dhaulpur",106
"Rajasthan","Dungarpur",124
"Rajasthan","Ganganagar",99
"Rajasthan","Hanumangarh",100
"Rajasthan","Jaipur",110
"Rajasthan","Jaisalmer",114
"Rajasthan","Jalor",116
"Rajasthan","Jhalawar",129
"Rajasthan","Jhunjhunun",103
"Rajasthan","Jodhpur",113
"Rajasthan","Karauli",107
"Rajasthan","Kota",127
"Rajasthan","Nagaur",112
"Rajasthan","Pali",118
"Rajasthan","Pratapgarh",131
"Rajasthan","Rajsamand",123
"Rajasthan","Sawai Madhopur",108
"Rajasthan","Sikar",111
"Rajasthan","Sirohi",117
"Rajasthan","Tonk",120
"Rajasthan","Udaipur",130
"Sikkim","East District",244
"Sikkim","North  District",241
"Sikkim","South District",243
"Sikkim","West District",242
"Tamil Nadu","Ariyalur",616
"Tamil Nadu","Chennai",603
"Tamil Nadu","Coimbatore",632
"Tamil Nadu","Cuddalore",617
"Tamil Nadu","Dharmapuri",630
"Tamil Nadu","Dindigul",612
"Tamil Nadu","Erode",610
"Tamil Nadu","Kancheepuram",604
"Tamil Nadu","Kanniyakumari",629
"Tamil Nadu","Karur",613
"Tamil Nadu","Krishnagiri",631
"Tamil Nadu","Madurai",623
"Tamil Nadu","Nagapattinam",618
"Tamil Nadu","Namakkal",609
"Tamil Nadu","Perambalur",615
"Tamil Nadu","Pudukkottai",621
"Tamil Nadu","Ramanathapuram",626
"Tamil Nadu","Salem",608
"Tamil Nadu","Sivaganga",622
"Tamil Nadu","Thanjavur",620
"Tamil Nadu","The Nilgiris",611
"Tamil Nadu","Theni",624
"Tamil Nadu","Thiruvallur",602
"Tamil Nadu","Thiruvarur",619
"Tamil Nadu","Thoothukkudi",627
"Tamil Nadu","Tiruchirappalli",614
"Tamil Nadu","Tirunelveli",628
"Tamil Nadu","Tiruppur",633
"Tamil Nadu","Tiruvannamalai",606
"Tamil Nadu","Vellore",605
"Tamil Nadu","Viluppuram",607
"Tamil Nadu","Virudhunagar",625
"Telangana","Adilabad",532
"Telangana","Hyderabad",536
"Telangana","Karimnagar",534
"Telangana","Khammam",541
"Telangana","Mahbubnagar",538
"Telangana","Medak",535
"Telangana","Nalgonda",539
"Telangana","Nizamabad",533
"Telangana","Rangareddy",537
"Telangana","Warangal",540
"Tripura","Dhalai",291
"Tripura","North Tripura",292
"Tripura","South Tripura",290
"Tripura","West Tripura",289
"Uttar Pradesh","Agra",146
"Uttar Pradesh","Aligarh",143
"Uttar Pradesh","Allahabad",175
"Uttar Pradesh","Ambedkar Nagar",178
"Uttar Pradesh","Auraiya",162
"Uttar Pradesh","Azamgarh",191
"Uttar Pradesh","Baghpat",139
"Uttar Pradesh","Bahraich",180
"Uttar Pradesh","Ballia",193
"Uttar Pradesh","Balrampur",182
"Uttar Pradesh","Banda",170
"Uttar Pradesh","Bara Banki",176
"Uttar Pradesh","Bareilly",150
"Uttar Pradesh","Basti",185
"Uttar Pradesh","Bijnor",134
"Uttar Pradesh","Budaun",149
"Uttar Pradesh","Bulandshahr",142
"Uttar Pradesh","Chandauli",196
"Uttar Pradesh","Chitrakoot",171
"Uttar Pradesh","Deoria",190
"Uttar Pradesh","Etah",201
"Uttar Pradesh","Etawah",161
"Uttar Pradesh","Faizabad",177
"Uttar Pradesh","Farrukhabad",159
"Uttar Pradesh","Fatehpur",172
"Uttar Pradesh","Firozabad",147
"Uttar Pradesh","Gautam Buddha Nagar",141
"Uttar Pradesh","Ghaziabad",140
"Uttar Pradesh","Ghazipur",195
"Uttar Pradesh","Gonda",183
"Uttar Pradesh","Gorakhpur",188
"Uttar Pradesh","Hamirpur",28
"Uttar Pradesh","Hardoi",155
"Uttar Pradesh","Jalaun",165
"Uttar Pradesh","Jaunpur",194
"Uttar Pradesh","Jhansi",166
"Uttar Pradesh","Jyotiba Phule Nagar",137
"Uttar Pradesh","Kannauj",160
"Uttar Pradesh","Kanpur Dehat",163
"Uttar Pradesh","Kanpur Nagar",164
"Uttar Pradesh","Kanshiram Nagar",202
"Uttar Pradesh","Kaushambi",174
"Uttar Pradesh","Kheri",153
"Uttar Pradesh","Kushinagar",189
"Uttar Pradesh","Lalitpur",167
"Uttar Pradesh","Lucknow",157
"Uttar Pradesh","Mahamaya Nagar",144
"Uttar Pradesh","Mahoba",169
"Uttar Pradesh","Mahrajganj",187
"Uttar Pradesh","Mainpuri",148
"Uttar Pradesh","Mathura",145
"Uttar Pradesh","Mau",192
"Uttar Pradesh","Meerut",138
"Uttar Pradesh","Mirzapur",199
"Uttar Pradesh","Moradabad",135
"Uttar Pradesh","Muzaffarnagar",133
"Uttar Pradesh","Pilibhit",151
"Uttar Pradesh","Pratapgarh",173
"Uttar Pradesh","Rae Bareli",158
"Uttar Pradesh","Rampur",136
"Uttar Pradesh","Saharanpur",132
"Uttar Pradesh","Sant Kabir Nagar",186
"Uttar Pradesh","Sant Ravidas Nagar (Bhadohi)",198
"Uttar Pradesh","Shahjahanpur",152
"Uttar Pradesh","Shrawasti",181
"Uttar Pradesh","Siddharth Nagar",184
"Uttar Pradesh","Sitapur",154
"Uttar Pradesh","Sonbhadra",200
"Uttar Pradesh","Sultanpur",179
"Uttar Pradesh","Unnao",156
"Uttar Pradesh","Varanasi",197
"Uttarakhand","Almora",64
"Uttarakhand","Bageshwar",63
"Uttarakhand","Chamoli",57
"Uttarakhand","Champawat",65
"Uttarakhand","Dehradun",60
"Uttarakhand","Garhwal",61
"Uttarakhand","Hardwar",68
"Uttarakhand","Nainital",66
"Uttarakhand","Pithoragarh",62
"Uttarakhand","Rudraprayag",58
"Uttarakhand","Tehri Garhwal",59
"Uttarakhand","Udham Singh Nagar",67
"Uttarakhand","Uttarkashi",56
"West Bengal","Bankura",339
"West Bengal","Barddhaman",335
"West Bengal","Birbhum",334
"West Bengal","Dakshin Dinajpur",331
"West Bengal","Darjiling",327
"West Bengal","Haora",341
"West Bengal","Hugli",338
"West Bengal","Jalpaiguri",328
"West Bengal","Koch Bihar",329
"West Bengal","Kolkata",342
"West Bengal","Maldah",332
"West Bengal","Murshidabad",333
"West Bengal","Nadia",336
"West Bengal","North Twenty Four Parganas",337
"West Bengal","Paschim Medinipur",344
"West Bengal","Purba Medinipur",345
"West Bengal","Puruliya",340
"West Bengal","South Twenty Four Parganas",343
"West Bengal","Uttar Dinajpur",330
